1308 東証ETF 上場インデックスファンドTOPIX（ETF）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2008-01-04","1441","1443","1412","1423","361000","1423"
"2008-01-07","1410","1421","1400","1407","266000","1407"
"2008-01-08","1398","1414","1393","1414","644000","1414"
"2008-01-09","1398","1437","1390","1437","103000","1437"
"2008-01-10","1430","1434","1415","1415","121000","1415"
"2008-01-11","1420","1423","1390","1391","45000","1391"
"2008-01-15","1386","1397","1359","1364","476000","1364"
"2008-01-16","1328","1346","1315","1317","452000","1317"
"2008-01-17","1337","1346","1318","1346","433000","1346"
"2008-01-18","1301","1357","1301","1354","461000","1354"
"2008-01-21","1335","1336","1307","1311","273000","1311"
"2008-01-22","1259","1270","1232","1232","540000","1232"
"2008-01-23","1272","1284","1250","1266","323000","1266"
"2008-01-24","1282","1299","1281","1293","155000","1293"
"2008-01-25","1313","1360","1310","1360","601000","1360"
"2008-01-28","1345","1347","1309","1310","179000","1310"
"2008-01-29","1340","1349","1325","1341","253000","1341"
"2008-01-30","1341","1352","1325","1334","78000","1334"
"2008-01-31","1320","1362","1311","1359","226000","1359"
"2008-02-01","1356","1370","1345","1346","232000","1346"
"2008-02-04","1381","1385","1373","1377","167000","1377"
"2008-02-05","1378","1378","1362","1368","275000","1368"
"2008-02-06","1328","1331","1309","1309","177000","1309"
"2008-02-07","1304","1320","1294","1320","269000","1320"
"2008-02-08","1314","1328","1299","1300","162000","1300"
"2008-02-12","1294","1306","1288","1300","544000","1300"
"2008-02-13","1323","1323","1299","1299","55000","1299"
"2008-02-14","1339","1346","1331","1344","352000","1344"
"2008-02-15","1332","1354","1325","1351","701000","1351"
"2008-02-18","1349","1365","1346","1352","218000","1352"
"2008-02-19","1359","1366","1355","1361","231000","1361"
"2008-02-20","1362","1362","1316","1316","688000","1316"
"2008-02-21","1334","1358","1334","1348","359000","1348"
"2008-02-22","1333","1337","1324","1336","675000","1336"
"2008-02-25","1349","1374","1349","1374","503000","1374"
"2008-02-26","1388","1388","1361","1361","185000","1361"
"2008-02-27","1387","1388","1374","1378","775000","1378"
"2008-02-28","1363","1371","1355","1368","446000","1368"
"2008-02-29","1339","1344","1330","1338","499000","1338"
"2008-03-03","1295","1297","1286","1286","1072000","1286"
"2008-03-04","1289","1292","1270","1277","236000","1277"
"2008-03-05","1280","1284","1270","1272","120000","1272"
"2008-03-06","1287","1313","1286","1301","1055000","1301"
"2008-03-07","1262","1273","1257","1262","1109000","1262"
"2008-03-10","1254","1260","1236","1240","301000","1240"
"2008-03-11","1223","1250","1216","1250","1280000","1250"
"2008-03-12","1296","1296","1264","1267","266000","1267"
"2008-03-13","1251","1256","1218","1229","438000","1229"
"2008-03-14","1247","1247","1197","1204","2142000","1204"
"2008-03-17","1184","1188","1151","1161","3550000","1161"
"2008-03-18","1162","1179","1160","1179","189000","1179"
"2008-03-19","1224","1224","1200","1211","176000","1211"
"2008-03-21","1216","1236","1214","1236","804000","1236"
"2008-03-24","1230","1247","1230","1237","95000","1237"
"2008-03-25","1256","1262","1246","1252","73000","1252"
"2008-03-26","1243","1263","1243","1263","111000","1263"
"2008-03-27","1251","1255","1245","1251","196000","1251"
"2008-03-28","1253","1273","1240","1266","405000","1266"
"2008-03-31","1257","1258","1226","1234","234000","1234"
"2008-04-01","1247","1259","1240","1253","31000","1253"
"2008-04-02","1307","1308","1297","1307","154000","1307"
"2008-04-03","1313","1325","1307","1325","379000","1325"
"2008-04-04","1315","1320","1311","1315","122000","1315"
"2008-04-07","1317","1335","1309","1330","27000","1330"
"2008-04-08","1325","1325","1306","1308","55000","1308"
"2008-04-09","1311","1313","1280","1288","64000","1288"
"2008-04-10","1272","1283","1267","1274","66000","1274"
"2008-04-11","1281","1303","1281","1303","86000","1303"
"2008-04-14","1263","1273","1263","1272","519000","1272"
"2008-04-15","1272","1284","1266","1281","185000","1281"
"2008-04-16","1296","1303","1294","1298","123000","1298"
"2008-04-17","1323","1332","1317","1317","293000","1317"
"2008-04-18","1322","1332","1313","1332","96000","1332"
"2008-04-21","1359","1360","1350","1358","199000","1358"
"2008-04-22","1344","1346","1336","1338","189000","1338"
"2008-04-23","1325","1355","1325","1342","84000","1342"
"2008-04-24","1343","1347","1333","1336","55000","1336"
"2008-04-25","1344","1370","1344","1368","170000","1368"
"2008-04-28","1387","1397","1373","1388","157000","1388"
"2008-04-30","1387","1400","1378","1390","225000","1390"
"2008-05-01","1382","1384","1371","1373","112000","1373"
"2008-05-02","1402","1407","1397","1407","486000","1407"
"2008-05-07","1422","1428","1413","1422","7227000","1422"
"2008-05-08","1410","1413","1403","1406","135000","1406"
"2008-05-09","1395","1401","1368","1369","265000","1369"
"2008-05-12","1352","1374","1352","1370","273000","1370"
"2008-05-13","1377","1390","1370","1387","199000","1387"
"2008-05-14","1394","1405","1382","1404","280000","1404"
"2008-05-15","1414","1433","1414","1420","363000","1420"
"2008-05-16","1440","1440","1420","1423","232000","1423"
"2008-05-19","1432","1438","1426","1432","236000","1432"
"2008-05-20","1436","1440","1423","1434","402000","1434"
"2008-05-21","1407","1410","1388","1396","1072000","1396"
"2008-05-22","1378","1407","1372","1407","493000","1407"
"2008-05-23","1408","1423","1404","1410","512000","1410"
"2008-05-26","1391","1391","1371","1373","198000","1373"
"2008-05-27","1378","1398","1378","1396","344000","1396"
"2008-05-28","1400","1404","1375","1376","155000","1376"
"2008-05-29","1393","1410","1391","1404","467000","1404"
"2008-05-30","1418","1440","1418","1437","717000","1437"
"2008-06-02","1440","1458","1424","1453","337000","1453"
"2008-06-03","1435","1443","1428","1434","1303000","1434"
"2008-06-04","1442","1459","1442","1458","374000","1458"
"2008-06-05","1457","1457","1446","1455","52000","1455"
"2008-06-06","1476","1478","1457","1458","185000","1458"
"2008-06-09","1420","1434","1419","1425","137000","1425"
"2008-06-10","1436","1437","1410","1413","133000","1413"
"2008-06-11","1419","1420","1404","1419","430000","1419"
"2008-06-12","1397","1397","1386","1390","941000","1390"
